"case_id","party_number","victim_role","victim_sex","victim_age","victim_degree_of_injury","victim_seating_position","victim_safety_equip_1","victim_safety_equip_2","victim_ejected","local_report_number"
"9652086","1","2","F","19","0","4","L","G","0","2023-00061989"
"9652086","1","2","M","19","0","6","L","G","0","2023-00061989"
"9615253","2","2","M","54","0","3","L","G","0","2023-00033388"
"9650858","1","4","F","56","5","-","P","W","1","2023-00055151"
"9650846","2","3","F","45","5","-","P","-","0","2023-00057836"
"9551133","1","1","M","19","6","1","P","-","1","2023-00003575"
"9551133","2","2","F","46","0","3","M","-","-","2023-00003575"
"92068587","1","2","F","27","7","3","L","G","0","9370-2023-01321"
"9546912","2","5","M","21","6","-","P","V","1","2023-00003134"
"9546912","1","2","F","23","0","3","M","G","0","2023-00003134"
"9546909","1","1","M","31","6","1","L","H","0","2023-00004406"
"92048603","2","2","M","55","6","1","M","G","0","9370-2023-01064"
"9584963","2","1","M","20","6","1","M","G","0","2023-00016693"
"9652852","1","2","F","57","3","3","B","-","0","2023-00060148"
"9547313","1","2","F","13","0","9","L","-","-","2023-00002314"
"9547313","1","2","F","13","0","9","L","-","-","2023-00002314"
"9547313","1","2","F","14","0","9","L","-","-","2023-00002314"
"9547313","1","2","M","13","0","9","L","-","-","2023-00002314"
"9637426","2","1","M","43","3","1","M","G","0","2023-00050904"
"9637426","1","2","F","34","3","3","L","G","0","2023-00050904"
"9637418","2","1","M","35","3","1","M","C","0","2023-00049014"
"9637418","1","2","F","14","0","3","L","C","0","2023-00049014"
"9594966","2","2","F","21","0","6","M","G","0","2023-00024228"
"9594966","2","2","M","998","0","5","M","G","0","2023-00024228"
"9594966","2","2","M","21","0","3","M","G","0","2023-00024228"
"9594966","2","2","M","21","0","4","M","G","0","2023-00024228"
"9583882","2","1","F","35","7","1","M","G","0","2023-00028647"
"9568921","1","1","F","34","6","1","L","G","0","2023-00020587"
"9650822","2","4","-","22","6","-","-","-","-","2023-00053727"
"92048603","1","1","M","22","5","1","L","G","0","9370-2023-01064"
"92048603","2","2","M","31","6","3","M","G","0","9370-2023-01064"
"9650834","2","1","M","39","5","1","L","G","0","2023-00055082"
"9650834","1","1","M","32","5","1","L","B","0","2023-00055082"
"9650833","2","3","F","30","6","-","P","-","0","2023-00055201"
"9650829","1","4","M","29","5","-","P","-","1","2023-00054352"
"9561675","2","3","M","31","6","-","P","-","-","2023-00005116"
"9561682","1","3","F","18","6","-","P","-","-","2023-00006777"
"9561682","2","1","F","18","7","1","P","W","0","2023-00006777"
"9561685","2","1","F","30","6","1","B","C","0","2023-00009675"
"9594804","1","1","F","33","3","1","M","G","0","2023-00021371"
"9629366","1","1","M","81","5","1","L","G","0","2023-00042097"
"9594794","1","1","F","76","3","1","L","G","-","2023-00023338"
"9594784","2","2","F","11","0","3","M","G","0","2023-00025212"
"9594784","2","1","F","54","4","1","M","G","0","2023-00025212"
"92223311","2","1","M","60","6","1","M","G","0","9370-2023-03284"
"92223311","2","2","F","52","6","3","M","G","0","9370-2023-03284"
"9629439","2","2","M","25","0","1","M","-","-","2023-00038622"
"9629439","2","2","F","22","0","3","M","-","-","2023-00038622"
"92075077","1","1","M","37","7","1","L","G","0","9370-2023-01461"
"9585209","1","2","M","20","0","6","M","C","0","202300019727"
"9585209","1","2","F","18","7","5","M","C","0","202300019727"
"9585206","1","2","F","19","0","3","M","G","0","202300020551"
"9585206","2","3","F","19","6","-","P","-","0","202300020551"
"9656246","2","2","F","26","6","4","L","G","0","2023-00053855"
"9656246","2","2","M","26","6","6","L","G","0","2023-00053855"
"9656246","1","2","F","36","6","3","L","G","0","2023-00053855"
"9629228","1","3","M","85","6","-","P","-","-","2023-00046990"
"9585372","1","2","M","67","0","3","M","G","0","2023-00020638"
"9585226","2","3","M","60","6","-","-","-","-","2023-00016646"
"9585209","1","2","F","19","0","3","M","C","0","202300019727"
"9585209","1","2","F","19","0","8","M","C","0","202300019727"
"9585209","1","2","M","19","0","4","M","C","0","202300019727"
"9656258","2","1","M","30","5","1","P","W","1","2023-00057573"
"9629769","2","3","F","75","6","-","P","-","-","2023-00044524"
"9629772","2","3","F","31","6","-","P","-","-","2023-00043749"
"9629789","2","3","M","25","6","-","P","-","-","2023-00044014"
"9629798","1","1","F","70","7","1","M","-","0","2023-00046246"
"9629704","2","2","F","54","0","3","M","G","-","2023-00042642"
"9629704","2","2","M","9","0","4","M","G","-","2023-00042642"
"9629704","2","2","M","13","0","6","M","G","-","2023-00042642"
"9470733","1","1","M","76","6","1","P","W","-","2023-00038553"
"9652130","2","3","M","18","6","-","P","-","-","2023-00056270"
"9652112","2","1","F","51","6","1","M","E","0","2023-0058187"
"92282999","1","1","F","41","6","1","L","G","0","9370-2023-03979"
"9652110","1","3","F","63","6","-","P","-","0","2023-00058565"
"9652069","2","2","F","998","0","1","M","-","0","2023-0058989"
"9629808","1","1","M","39","7","1","L","G","0","2023-00048012"
"9613556","1","3","M","21","6","-","P","-","0","2023-00036717"
"9601653","1","1","F","32","6","1","M","G","0","2023-00034809"
"9652105","2","1","M","57","6","1","M","G","0","2023-00058928"
"9652105","1","1","F","23","6","1","L","G","0","2023-00058928"
"9652092","2","4","F","63","6","-","P","-","3","2023-00060918"
"9652083","2","3","M","43","6","-","-","-","0","2023-00062254"
"9601661","2","2","M","2","0","4","M","G","0","2023-00034197"
"9601661","2","2","M","6","0","6","M","G","0","2023-00034197"
"9601661","2","1","M","42","6","1","L","G","0","2023-00034197"
"9601661","1","1","M","27","6","1","L","G","0","2023-00034197"
"9574208","2","3","F","18","6","-","P","-","-","2023-00010104"
"9629507","1","4","F","35","7","-","P","W","-","2023-00038334"
"9601600","2","1","F","67","6","1","L","G","0","2023-00033297"
"9601600","1","1","M","40","6","1","M","B","0","2023-00033297"
"9574246","1","2","F","20","6","3","L","G","0","2023-00014522"
"9574256","1","1","F","33","6","1","L","G","0","2023-00011343"
"92139496","1","2","F","41","7","3","M","G","0","9370-2023-02382"
"9641401","1","1","M","31","7","1","P","W","1","2023-00050177"
"9514275","2","2","F","36","6","3","M","G","0","2023-00061365"
"92179743","2","1","F","56","7","1","M","G","0","9370-2023-02786"
"9720918","2","1","M","20","7","1","M","G","0","2024-00025615"
"92417769","2","2","F","44","7","3","L","G","0","9370-2024-01872"
"9674620","1","2","M","36","0","3","P","-","-","2024-00009282"
"9735783","1","1","M","20","6","1","L","-","0","2024-00038502"
"9735783","2","2","F","20","6","3","M","G","0","2024-00038502"
"9735783","2","2","M","2","0","6","M","G","0","2024-00038502"
"94449559","3","2","F","65","7","3","M","G","0","9370-2024-03397"
"92428641","1","2","M","22","6","3","L","G","0","9370-2024-02020"
"92428641","1","1","F","30","6","1","L","G","0","9370-2024-02020"
"9749568","1","2","M","3","0","6","M","-","-","2024-00042574"
"9749568","1","2","M","10","0","3","M","-","-","2024-00042574"
"9680323","1","1","M","30","6","1","M","G","0","2024-00007491"
"9749568","1","2","F","8","0","6","M","-","-","2024-00042574"
"9695206","2","1","F","47","7","1","M","G","0","2024-00010784"
"9701137","1","1","M","30","6","1","L","G","0","2024-00013150"
"9701137","1","2","F","51","6","6","L","R","0","2024-00013150"
"9701135","3","2","M","21","0","3","M","G","0","2024-00016090"
"9701135","3","1","M","39","7","1","M","G","0","2024-00016090"
"9701135","1","1","F","84","7","1","L","G","0","2024-00016090"
"9739678","1","1","F","58","4","1","M","-","-","2024-00037795"
"9739678","1","2","F","18","3","3","M","C","0","2024-00037795"
"9739672","1","4","F","59","2","-","P","W","1","2024-00036641"
"9739725","2","1","F","47","6","1","M","G","0","2024-00039335"
"92335074","2","2","F","51","7","3","M","G","0","9370-2024-00630"
"92335074","2","1","F","41","7","1","M","G","0","9370-2024-00630"
"9726853","1","1","F","35","6","1","L","G","0","2024-00035158"
"9726853","2","1","M","37","6","1","L","G","0","2024-00035158"
"9726853","2","2","F","34","6","3","L","G","0","2024-00035158"
"9758159","2","2","F","14","7","6","M","G","0","2024-00047850"
"9758159","2","2","M","46","0","4","M","-","-","2024-00047850"
"9758159","2","2","M","42","0","3","M","-","-","2024-00047850"
"9758159","2","1","M","40","7","1","M","G","-","2024-00047850"
"92306393","1","1","F","78","6","1","L","G","0","9370-2024-00042"
"9676415","2","3","F","52","5","-","P","-","-","2024-00006365"
"9676417","2","4","M","46","5","-","P","-","-","2024-00005908"
"9731754","1","2","F","22","0","3","M","-","0","2024-00029875"
"9731754","2","2","F","69","0","3","M","G","0","2024-00029875"
"9731748","2","5","M","25","6","-","P","-","0","2024-00033462"
"9731740","1","1","F","47","7","1","M","G","0","2024-00031194"
"9731738","1","4","M","22","5","1","P","A","0","2024-00030478"
"9753295","2","4","M","44","5","-","P","A","2","2024-00049124"
"94379636","3","2","F","57","7","4","P","G","0","9370-2024-02678"
"94379636","3","1","F","30","7","1","M","G","0","9370-2024-02678"
"9743013","2","2","M","17","0","3","M","G","0","2024-00040338"
"9743013","2","2","M","17","0","6","M","G","0","2024-00040338"
"9664801","2","3","F","20","6","-","P","-","0","2024-00004684"
"9664803","1","2","M","998","0","3","M","G","0","2024-00004237"
"9664803","2","4","M","57","5","-","P","W","0","2024-00004237"
"9690552","2","1","F","20","6","1","P","V","-","2024-00008507"
"94435384","2","1","F","80","7","1","M","G","0","9370-2024-03149"
"9664828","2","1","F","22","7","1","M","G","0","2024-00002745"
"9664838","2","3","F","27","6","-","-","P","0","2024-00001806"
"9664840","2","4","F","57","6","-","P","W","1","2024-00001468"
"9664846","1","2","F","30","7","3","L","C","0","2024-00000257"
"9664846","1","2","M","23","7","5","L","C","0","2024-00000257"
"9699914","2","1","F","51","7","1","M","G","0","2024-00016647"
"9699916","1","1","M","22","6","1","L","B","0","2024-00016351"
"92403409","2","1","M","50","6","1","P","W","1","9370-2024-01657"
"92432674","2","1","F","60","6","1","M","G","0","9370-2024-02111"
"92432674","2","2","F","56","6","3","M","G","0","9370-2024-02111"
"9690362","2","1","F","53","7","1","M","G","-","2024-00012416"
"9690362","2","2","M","47","0","2","M","-","-","2024-00012416"
"9702103","3","2","F","55","0","3","M","B","0","2024-00018110"
"9702103","3","1","M","56","7","1","B","-","-","2024-00018110"
"9743794","2","2","F","10","6","6","M","C","0","2024-00050387"
"9743794","2","1","F","32","6","1","M","-","0","2024-00050387"
"9743796","1","1","M","64","6","1","L","G","0","2024-00050291"
"9702023","1","2","F","21","6","2","P","X","0","2024-00016694"
"9702019","2","2","M","49","0","3","M","-","-","2024-00016996"
"9702019","1","1","M","34","6","1","M","W","1","2024-00016996"
"9743809","2","3","F","54","5","-","P","-","-","2024-00049312"
"9743812","2","4","M","10","6","-","P","-","-","2024-00049010"
"9690378","1","4","M","18","6","-","P","W","1","2024-00010729"
"9690378","2","2","M","46","0","3","M","G","0","2024-00010729"
"9743844","1","4","M","63","6","-","P","V","0","2024-00048812"
"9743846","2","3","M","12","6","-","P","-","-","2024-00048571"
"9743860","2","4","M","21","7","-","P","V","1","2024-00046437"
"9665657","2","1","M","24","6","1","P","-","0","2024-00009194"
"9665659","1","1","M","59","7","1","L","G","0","2024-00009149"
"9665659","3","1","F","73","7","1","M","G","0","2024-00009149"
"9665659","1","2","M","30","6","6","L","G","0","2024-00009149"
"9735912","2","5","M","34","6","-","P","-","-","2024-00041758"
"9735918","2","1","F","23","6","1","P","A","1","2024-00040232"
"9665668","2","3","F","19","6","-","P","-","0","2024-00008046"
"9665677","2","1","F","36","7","1","L","G","0","2024-00007022"
"9735894","2","1","M","19","6","1","P","Y","0","2024-00044270"
"9735896","1","4","M","24","6","-","P","W","1","2024-00043456"
"9595234","3","1","M","60","6","1","M","G","0","2023-00021468"
"9595234","4","5","F","46","6","1","M","H","0","2023-00021468"
"9595234","3","2","F","58","5","3","M","G","0","2023-00021468"
"9615154","2","1","M","77","6","1","P","W","0","2023-00033686"
"9615149","1","1","M","24","6","1","L","-","-","2023-00033411"
"9615149","2","1","M","54","5","1","P","W","1","2023-00033411"
"92254067","2","1","M","26","7","1","M","G","0","9370-2023-03789"
"92146221","2","1","F","50","7","1","M","G","0","9370-2023-02371"
"92166766","2","2","F","33","6","3","M","G","0","9370-2023-02674"
"92166766","2","1","F","36","7","1","M","G","0","9370-2023-02674"
"9656313","1","4","M","51","5","-","P","W","1","2023-00056245"
"9546928","2","1","M","27","7","1","L","G","0","2023-00002067"
"9650847","2","4","F","57","6","-","P","W","0","2023-00057455"
"9546908","2","3","M","28","5","-","P","-","0","2023-00004823"
"9651065","1","1","M","26","7","1","M","G","0","2023-00055642"
"9651298","1","1","M","31","3","1","L","E","0","2023-00052659"
"9637371","2","4","M","8","3","-","P","W","2","2023-00048682"
"9547354","1","2","F","31","0","4","M","H","0","2023-00002095"
"9547354","1","2","M","27","0","6","M","G","0","2023-00002095"
"9547354","1","2","M","28","0","3","L","G","0","2023-00002095"
"9637434","1","5","F","19","3","-","M","G","-","2023-00051571"
"9558762","1","4","M","54","6","-","P","W","0","2023-00003291"
"92023719","1","2","F","67","7","3","M","G","0","9370-2023-00851"
"9650839","1","1","M","18","5","1","P","V","-","2023-00055815"
"9650835","2","3","M","20","6","-","-","-","-","2023-00055477"
"9594805","1","1","M","18","3","1","L","C","0","2023-00021352"
"9594803","2","1","F","48","4","1","M","G","0","2023-00021454"
"9594803","1","1","M","47","4","1","M","G","0","2023-00021454"
"9629372","1","1","F","30","6","1","M","G","0","2023-00040650"
"9629374","1","3","M","17","5","-","P","-","-","2023-00040058"
"9594785","1","1","M","59","3","1","L","F","0","2023-00024979"
"9594785","1","2","F","63","0","3","L","-","-","2023-00024979"
"9594783","1","4","F","37","2","-","P","W","-","2023-00025804"
"9561713","1","1","M","21","6","1","L","C","0","202300009344"
"9561713","1","2","F","22","0","3","L","C","0","202300009344"
"9629049","1","1","F","41","6","1","L","B","0","2023-00038775"
"9629049","2","2","F","55","0","3","M","-","-","2023-00038775"
"9585207","2","1","M","20","5","1","P","A","1","202300020393"
"9585207","1","1","M","36","6","1","P","A","1","202300020393"
"9656250","2","2","M","18","0","4","L","C","0","2023-00056983"
"9656250","2","2","M","21","0","3","L","C","0","2023-00056983"
"9656250","2","1","F","21","6","1","L","G","-","2023-00056983"
"9656250","1","2","F","18","0","3","L","C","0","2023-00056983"
"9629204","2","1","M","62","7","1","M","G","0","2023-00043282"
"9629236","1","2","M","29","0","3","M","G","0","2023-00047472"
"9629236","2","4","F","42","5","-","P","W","0","2023-00047472"
"9585222","2","1","M","65","7","1","L","B","0","2023-00017106"
"9585222","1","2","F","76","0","3","L","G","0","2023-00017106"
"9585220","2","2","M","74","7","4","M","B","0","202300017393"
"9585220","1","1","F","75","7","1","M","G","0","202300017393"
"9656269","2","2","M","44","6","3","L","G","0","2023-00037285"
"9656269","2","1","F","47","6","1","L","G","0","2023-00037285"
"9656269","1","1","M","36","6","1","-","-","0","2023-00037285"
"9629761","2","3","M","65","5","-","P","-","-","2023-00044784"
"9629761","1","2","F","19","0","-","M","-","-","2023-00044784"
"9629773","1","1","M","20","5","-","P","V","1","2023-00044450"
"9629682","2","2","M","44","6","1","M","C","0","2023-00045528"
"9629684","1","1","M","76","6","1","L","G","0",""
"9629684","2","1","M","31","5","1","P","W","1",""
"9652131","2","1","F","45","7","1","L","G","0","2023-00054580"
"9652131","1","2","F","20","7","6","M","G","0","2023-00054580"
"9652131","1","2","M","19","0","3","M","G","0","2023-00054580"
"92258066","1","1","M","23","7","1","L","H","0","9370-2023-03909"
"9629809","2","1","F","33","6","1","L","-","-","2023-00047822"
"9629810","2","4","M","36","6","-","P","V","2","2023-00047838"
"9613562","2","1","F","80","6","1","L","G","0","2023-00034692"
"9613560","1","2","M","30","0","3","M","G","0","2023-00035303"
"9652094","1","2","F","18","0","3","L","-","0","2023-00060589"
"9652094","1","1","F","41","6","1","L","E","0","2023-00060589"
"9652085","1","1","M","86","6","1","L","G","0","2023-00062079"
"9574180","1","3","M","34","5","-","P","-","-","2023-00012489"
"9629503","1","1","M","66","6","1","M","G","0","2023-00039857"
